假名	词性	汉字	含义
インスタント	名词	インスタント	速成
ラーメン	名词	ラーメン	面条
こむぎこ	名词	小麦粉	面粉
よそう	名词	予想	预料，预计，预想
よういん	名词	要因	重要原因，主要原因，主要因素
だいいちじ	名词	第一次	第一次
あいようする	名词	愛用	爱用，喜欢用
みぶん	名词	身分	身份
おおじぬし	名词	大地主	大地主
こさくにん	名词	小作人	佃户
えいきょうりょく	名词	影響力	影响力
コマーシャル	名词	コマーシャル	商务的，商业广告
みんかん	名词	民間	民间
スポットコマーシャル	名词	スポットコマーシャル	（插在节目中间）简短的商业广告
ふくろ	名词	袋	袋子，口袋
たらず	名词	足らず	（上接数量词）不足
びょう	名词	秒	秒
こうばいよく	名词	購買欲	购买欲
テレビスポット	名词	テレビスポット	电视广告
ちょうさ	名词	調査	调查
しょうひ	代词	消費	消费
そば	名词	蕎麦	荞麦面条
しんしゅつ	名词	進出	进入，打入，挤进
そくせきめん	名词	即席めん	方便面
レトルト	名词	レトルト	半成品
えいよう	名词	栄養	营养
でまえ	名词	出前	（饭馆向顾客家里）送外卖
おゆ	名词	お湯	热水，开水
ぼうふざい	名词	防腐剤	防腐剂
てづくり	名词	手作り	手工做，自己做，手制
バランス	名词	バランス	平衡，均衡
ライフスタイル	名词	ライフスタイル	生活方式
かんしょく	名词	間食	吃零食，吃点心，零食
やしょく	名词	夜食	夜宵
しぼう	名词	脂肪	脂肪
とうぶん	名词	糖分	糖分
ひまん	名词	肥満	肥胖
ちゅうこく	名词	忠告	忠告，劝告
のうみん	名词	農民	农民
ちょうにん	名词	町人	（江户时代的）商人，手艺人
な	名词	名	名
こせきぼ	名词	戸籍簿	户籍簿
みょうじ	名词	名字	姓，姓氏
しょうにん	名词	商人	商人
ゆうりょくしゃ	名词	有力者	有权势者，（某方面的）权威人物
たいとう	名词	帯刀	佩刀
めいよ	名词	名誉	光荣，名誉
ならわし	名词	習わし	习气，习俗
すすんで	名词	進んで	主动地，积极地，自愿地
めいれい	名词	命令	命令
むらやくば	名词	村役場	村公所，乡政府
まつ	名词	松	松树
ちめい	名词	地名	地名
てがかり	名词	手掛かり	线索
ブーム	名词	ブーム	高潮，热潮
まんがコミックス	名词	漫画コミックス	漫画连环画
きんねん	名词	近年	近年来，近些年
ねんかん	名词	年間	一年；年间，年代
はいけい	名词	背景	背景，背景形势
ねんれい	名词	年齢	年龄
どくしゃ	名词	読者	读者
たいしょう	名词	対象	对象
うれゆき	名词	売れ行き	销路，销售（情况）
よみもの	名词	読物	读物
じょうしょう	名词	上昇	上涨，上升
はっこう	名词	発行	发行，发放
たんこうぼん	名词	単行本	单行本
げっかん	名词	月間	一月间
ぶすう	名词	部数	册数，分数
しゅっぱんぶつ	名词	出版物	出版物
じょうほう	名词	情報	信息，消息，情报
でんたつ	名词	伝達	传达，转达
スピーチコンテスト	名词	スピーチコンテスト	演讲比赛
つかのま	名词	束の間	一瞬间，转眼之间
くうそう	名词	空想	空想，假想
しゅだん	名词	手段	手段
きぶんてんかん	名词	気分転換	转换心情
ほねやすめ	名词	骨休め	休息
さんこうしょ	名词	参考書	参考书
かつじ	名词	活字	铅字
くんれん	名词	訓練	训练
ばしょ	名词	場所	所在地，地方，场所
けいせい	名词	形成	形成
じんせいかん	名词	人生観	人生观
げんじつ	名词	現実	现实
ぎもん	名词	疑問	疑问
げんしょう	名词	現象	现象
こうざい	名词	功罪	功过
ぶんせき	名词	分析	分析，剖析
ひとめ	名词	一目	一眼，一看
げんだい	名词	現代	现代，现今．当代
しゅさい	名词	主催	主办，举办
かいかい	名词	開会	开幕，开会
ちょうしゅう	名词	聴衆	观众
しゅさいしゃ	名词	主催者	主办者
みまん	名词	未満	未满，不足
にんしき	名词	認識	认识，理解
ぜっこう	名词	絶好	绝好，极好
しゅし	名词	趣旨	宗旨，主要内容
えんだん	名词	演壇	讲台，讲坛
インド	名词	インド	印度
ねつべん	名词	熱弁	热情的演说
じこく	名词	自国	本国
けつろん	代词	結論	结论
しんさ	名词	審査	评审，审查
かい	名词	甲斐	效果，价值
にゅうしょうする	名词	入賞	获奖，得奖
せんもんようご	名词	専門用語	专业用语
すうじ	名词	数字	数字
しょうひん	名词	賞品	奖品
じゅよ	名词	授与	授予，授与
こうひょう	名词	講評	讲评
じゅんい	名词	順位	位次，席次
しゅうけい	名词	集計	总计，合计
げんてん	名词	減点	扣分
ぜんこくし	名词	全国紙	全国性报纸
ちほうし	名词	地方紙	地方性报纸
せんもんし	名词	専門紙	专业性报纸
にっかん	名词	日刊	日报，每日发行
オリンピック	名词	オリンピック	奥运会，奥林匹克
メーカー	名词	メーカー	制造厂
ポスター	名词	ポスター	宣传画，海报
みかける	名词	見かける	看到，看见
タッチ	名词	タッチ	接触，手法
アクション	名词	アクション	动作片，武打剧；动作
おしつけがましい	名词	押し付けがましい	强迫，强加于人
こんらん	名词	混乱	混乱
きんメダル	名词	金メダル	金牌
ヨットレース	名词	ヨットレース	快艇竞赛
ベテラン	名词	ベテラン	老手
せんしゅ	名词	選手	运动员，选手
スタート	名词	スタート	开始
ヨット	名词	ヨット	游艇，帆船
なみ	名词	波	波浪
せんとう	名词	先頭	排头，最前列
グラフ	名词	グラフ	图表
コース	名词	コース	路线，滑道
てい	名词	艇	小舟
ささえづな	名词	支えづな	支撑绳索
せまる	名词	迫る	接近，迫近，临近
あおむけ	名词	仰向け	仰面朝天
ほ	名词	帆	帆
なみま	名词	波間	波浪之间
マスト	名词	マスト	桅杆
いのち	名词	命	命，生命
きゅうせんかい	名词	急旋回	急旋转
ふうそく	名词	風速	风速
よこだおし	名词	横倒し	横倒，翻倒
まっさお	名词	真っ青	（脸色）苍白，蔚蓝
おれたち	代词	俺たち	俺们，咱们
やくめ	名词	役目	作用，任务，职责，职务
いっしゅん	名词	一瞬	一瞬，一刹那
ちゅうだん	名词	中断	中断
たくみ	名词	巧み	巧妙，技巧
バック	名词	バック	背景
さっと	名词	さっと	很快，一下子；忽然，骤然
ロープ	名词	ロープ	绳子，绳索，缆绳
ぶじ	名词	無事	顺利，平安，无变故
きゅうじょ	名词	救助	救助
ヨットマン	名词	ヨットマン	快艇运动员
にゅうじょうけん	名词	入場券	入场卷，门票
げきえいが	名词	劇映画	故事片
じょゆう	名词	女優	女演员
すじ	名词	筋	情节
ところどころ	名词	所々	多次，到处
じょうえい	名词	上映	放映，上映
ヒロイン	名词	ヒロイン	（小说戏剧的）女主人公，女英雄
やく	名词	役	角色
しょう	名词	賞	奖
だんゆう	名词	男優	男演员
ちちおや	名词	父親	父亲
ストーリー	名词	ストーリー	梗概，情节，故事
いらか	名词	いらか	屋顶瓦
シナリオ	名词	シナリオ	剧本
ナレーション	名词	ナレーション	（电影电视等的）解说词，解说
こうそう	名词	高僧	高僧
りゅうがくそう	名词	留学僧	留学僧
いっこう	名词	一行	一行
がいこくじん	名词	外国人	外国人
むれ	名词	群れ	群，伙
いま	名词	居間	起居室
こんてんぎ	名词	混天儀	浑天仪
はくがく	名词	博学	博学
こうろ	名词	香炉	香炉
けいてん	名词	経典	经典
そう	名词	僧	和尚，僧
しゅぎょう	名词	修業	修行
でし	名词	弟子	弟子
すいせん	名词	推薦	推荐
ちょうろう	名词	長老	长老
ざ	名词	座	座位，地位
ほのぐらい	名词	ほの暗い	微暗
おもくるしい	名词	重苦しい	（心情）沉闷，（语言）呆板
ちんもく	名词	沈黙	沉默，安静
しはい	名词	支配	支配，统治
きんちょう	名词	緊張	紧张
おまえ	代词	お前	（用作对亲密关系的同辈或晚辈的称呼）你
ぐほう	名词	求法	求佛法
めざす	名词	目指す	向着，朝着
ぶってん	名词	仏典	佛教经典，佛书
じゅかいし	名词	授戒師	授戒师
かいりつ	名词	戒律	戒律
ほう	名词	法	法律；方法
さゆう	名词	左右	左右
おもいがけない	名词	思いがけない	意想不到
ふきゅうりつ	名词	普及率	普及率
ぼうだい	名词	膨大	庞大，巨大
トランジスターラジオ	名词	トランジスターラジオ	半导体收音机
じつようか	名词	実用化	实用化
じんしゅ	名词	人種	某种人，人种
じゅうしょう	名词	重傷	重伤
われわれ	代词	われわれ	我们
ぎょしゃ	名词	御者	驭手，车夫
ギャング	名词	ギャング	强盗
おおけが	名词	大けが	重伤，伤的厉害
かしこい	名词	賢い	聪明，伶俐
しゅうぜん	名词	修繕	修缮，修理
トランプ	名词	トランプ	扑克牌
いちがっき	名词	一学期	一学期
どれい	名词	奴隷	奴隶
だいかつやく	名词	大活躍	活跃，大显身手
じんぶつ	名词	人物	人物
うごき	名词	動き	动向，动作
ず	名词	図	图表，图
ぼうえんきょう	名词	望遠鏡	望远镜
ほうそうきょく	名词	放送局	电视台，广播电台
かようきょく	代词	歌謡曲	流行歌曲
ねぶそく	名词	寝不足	睡眠不足
しりょく	名词	視力	视力
ねむたい	名词	眠たい	困倦，想睡觉
おとろえる	名词	衰える	衰弱
ながらぞく	名词	ながら族	边听音乐边看书学习的人
いちど	名词	一度	一次，一遍，一度
くせ	名词	癖	习气，脾气
ボリューム	名词	ボリューム	音量
おやじ	名词	親父	父亲，老子，老头子
やつ	名词	奴	家伙，指某物某事
つる	名词	鶴	鹤
おんがえし	名词	恩返し	报恩
じまく	名词	字幕	字幕
がめん	名词	画面	画面
むらはずれ	名词	村はずれ	村边，村庄的尽头
かたりて	名词	語り手	讲解员，讲话人
ふたりぐらし	名词	ふたり暮らし	两人生活
たきぎ	名词	薪	柴，薪
のうふ	名词	農夫	农夫
けたたましい	名词	けたたましい	（声音）尖锐的，吵人的
なきごえ	名词	鳴き声	（兽虫鸟等的）鸣叫声
ぜんぽう	名词	前方	前面，前方
わな	名词	罠	（捕野兽等使用的）圈套
すくい	名词	救い	援助，救援，搭救；挽救
はばたき	名词	羽ばたき	振翅
うすぐらい	名词	薄暗い	微暗的
どま	名词	土間	泥地的房间
なわ	名词	縄	绳子
ろばた	名词	炉辺	炉边
ぬいもの	名词	縫い物	缝纫，针线活
むごん	名词	無言	沉默，无言
いろり	名词	囲炉裏	地炉，炕炉
よふけ	名词	夜更け	深夜
と	名词	戸	门
みの	名词	蓑	蓑衣
あばらや	名词	荒屋	破房子
まめまめしい	名词	忠実忠実しい	诚实的，勤恳的
しんせき	名词	親戚	亲戚，亲属
びんぼう	名词	貧乏	贫穷
はた	名词	機	织布机
はたおりば	名词	機織り場	织布的地方
わし	代词	わし	（老年男子用）我
こや	名词	小屋	小屋
みごと	名词	見事	精彩，出色
おりもの	名词	織物	纺织品，织物
あやにしき	名词	綾錦	织锦缎
むね	名词	胸	胸，心里
しょうたい	名词	正体	原形，真面目
ひとごえ	名词	ひと声	一声
ゆうもや	名词	夕もや	黄昏时的雾，晚雾
ひっこし	名词	引っ越し	搬家
きんじょ	名词	近所	附近
ひっこしそば	名词	引っ越し蕎麦	搬家后送给左邻右舍的荞麦面条
しゅっさん	名词	出産	生孩子
せいじん	名词	成人	成年人，大人
みまい	名词	見舞い	探望，慰问，问候
よろこび	名词	喜び	喜悦
かなしむ	名词	悲しむ	悲伤
こうしき	名词	公式	（数学）公式，正式
しょちゅうみまい	名词	暑中見舞	暑期问候（的信）
きょうつうてん	名词	共通点	共同点
せだい	名词	世代	世代；一代
つながり	名词	繋がり	联系，连接
わ	名词	和	和，和气，和好
たたみ	名词	畳	草席，草垫
すいせん	名词	水洗	水洗；冲洗式厕所
つき	名词	付き	附带
れいきん	名词	礼金	酬谢金
しききん	名词	敷金	押金
ふどうさん	名词	不動産	不动产
ぶっけん	名词	物件	物件，物品
はりがみ	名词	張り紙	贴纸
ダイニング	名词	ダイニング	用餐
キッチン	名词	キッチン	厨房
ダイニングキッチン	名词	ダイニングキッチン	餐室兼厨房
きょうえきひ	名词	共益費	住房公共负担的费用
バス	代词	バス	公车，巴士
おおや	名词	大家	房东
